cell_id,A_E2SFCA,A_per_10k,pop,A_norm01,A_pct
4507,0.0001797660851,1.797660851,0,0.46857887927601205,83.90580126364159
4508,0.0001710845073,1.710845073,0,0.4459494495167303,82.5157955198162
4509,0.0001644870614,1.644870614,0,0.4287525249456332,81.09132682366456
4510,0.0001586659095,1.586659095,0,0.41357909091395767,79.80470993681791
4511,0.0001541244841,1.541244841,0,0.4017413962616886,78.81677197013211
4512,0.0001516394555,1.516394555,4,0.39526391239308745,78.17346352670879
4513,0.000149687954,1.49687954,0,0.39017712204958754,77.86329695577254
4514,0.0001488192229,1.488192229,0,0.38791268465582796,77.65651924181505
4515,0.0001489435245,1.489435245,0,0.388236689622548,77.7024698449167
4516,0.0001489859894,1.489859894,0,0.3883473787730598,77.71395749569213
4517,0.0001497027978,1.497027978,11,0.3902158139483644,77.87478460654796
4518,0.0001528694942,1.528694942,0,0.3984701353866599,78.40321654221711
4519,0.0001570372452,1.570372452,0,0.4093338090968322,79.48305571510626
4520,0.0001614017934,1.614017934,0,0.4207104550473989,80.37909247558875
4521,0.0001666503344,1.666503344,0,0.4343913195900411,81.51636990235497
4522,0.000170365572,1.70365572,0,0.444075470356765,82.32050545663412
4523,0.0001765916358,1.765916358,0,0.4603043491026199,83.41183228029868
4524,0.000183362892,1.83362892,0,0.4779543281836115,84.57208500861574
4525,0.0001904169741,1.904169741,0,0.4963415222024402,85.77828834003446
4526,0.0001976998359,1.976998359,0,0.5153250541532403,86.7892016082711
4527,0.0002050773842,2.050773842,0,0.5345553962519494,87.91499138426192
4528,0.0002125632268,2.125632268,0,0.5540680186356062,89.0867317633544
4529,0.0002199649874,2.199649874,0,0.5733614725965577,90.05169442848937
4530,0.0002275050968,2.275050968,1,0.593015547002779,91.01665709362436
4531,0.000234367937,2.34367937,20,0.6109042492447926,91.889718552556
4532,0.0002398327736,2.398327736,0,0.6251489106225495,92.57897759908099
4533,0.0002452883807,2.452883807,5,0.6393695143547061,93.22228604250431
4534,0.0002501113777,2.501113777,0,0.651941154482233,93.69327972429639
4535,0.0002537633793,2.537633793,0,0.6614604740796436,94.07237219988512
4536,0.0002571936609,2.571936609,0,0.6704018575827386,94.46295232624928
4537,0.0002584498344,2.584498344,0,0.67367620363349,94.58931648477886
4538,0.0002587295377,2.587295377,0,0.6744052791917128,94.62377943710511
4539,0.0002571639569,2.571639569,1,0.6703244310368901,94.45146467547386
4540,0.0002541533948,2.541533948,1,0.66247708978771,94.1872487076393
4541,0.0002497517207,2.497517207,10,0.6510036713419064,93.65881677197014
4542,0.0002440548572,2.440548572,2,0.6361542078697867,93.04997128087305
4543,0.0002371971266,2.371971266,5,0.61827882432824,92.24583572659391
4544,0.0002293455822,2.293455822,0,0.5978129624083386,91.2578977599081
